1	1196	0.44820279122603046
1	2858	0.41401980017700213
1	1210	0.39704612063492106
1	858	0.3395275704135843
1	1617	0.3310761920551708
1	589	0.3252899146705488
1	1214	0.3103726696564805
1	1240	0.30838807528844775
1	296	0.3034932616169436
1	541	0.28975418785386614
2	260	0.48344485227646017
2	2762	0.4248568882824451
2	527	0.3508692069465154
2	608	0.3491135909124813
2	858	0.3395275704135843
2	1097	0.3336926362342971
2	1617	0.3310761920551708
2	1214	0.3103726696564805
2	1240	0.30838807528844775
2	296	0.3034932616169436
3	2762	0.4248568882824451
3	527	0.3508692069465154
3	608	0.3491135909124813
3	2028	0.3490803482078077
3	858	0.3395275704135843
3	1097	0.3336926362342971
3	1617	0.3310761920551708
3	589	0.3252899146705488
3	1214	0.3103726696564805
3	1240	0.30838807528844775
4	2762	0.4248568882824451
4	2858	0.41401980017700213
4	527	0.3508692069465154
4	608	0.3491135909124813
4	858	0.3395275704135843
4	1617	0.3310761920551708
4	589	0.3252899146705488
4	296	0.3034932616169436
4	541	0.28975418785386614
4	1200	0.2835040220331477
5	260	0.48344485227646017
5	1196	0.44820279122603046
5	1210	0.39704612063492106
5	527	0.3508692069465154
5	858	0.3395275704135843
5	1097	0.3336926362342971
5	589	0.3252899146705488
5	1214	0.3103726696564805
5	1240	0.30838807528844775
5	541	0.28975418785386614
6	260	0.48344485227646017
6	1196	0.44820279122603046
6	2762	0.4248568882824451
6	527	0.3508692069465154
6	608	0.3491135909124813
6	2028	0.3490803482078077
6	858	0.3395275704135843
6	1097	0.3336926362342971
6	1617	0.3310761920551708
6	589	0.3252899146705488
7	260	0.48344485227646017
7	2762	0.4248568882824451
7	2858	0.41401980017700213
7	1210	0.39704612063492106
7	527	0.3508692069465154
7	608	0.3491135909124813
7	858	0.3395275704135843
7	1097	0.3336926362342971
7	1617	0.3310761920551708
7	1214	0.3103726696564805
8	260	0.48344485227646017
8	1196	0.44820279122603046
8	2762	0.4248568882824451
8	858	0.3395275704135843
8	1097	0.3336926362342971
8	1617	0.3310761920551708
8	1214	0.3103726696564805
8	1240	0.30838807528844775
8	541	0.28975418785386614
8	1200	0.2835040220331477
9	260	0.48344485227646017
9	1196	0.44820279122603046
9	858	0.3395275704135843
9	1097	0.3336926362342971
9	589	0.3252899146705488
9	1214	0.3103726696564805
9	1240	0.30838807528844775
9	296	0.3034932616169436
9	541	0.28975418785386614
9	1200	0.2835040220331477
10	608	0.3491135909124813
10	2028	0.3490803482078077
10	296	0.3034932616169436
10	1193	0.28138711901738994
10	50	0.2542427744211733
10	457	0.25193491118299527
10	111	0.2072057474575862
10	3418	0.19628194825458892
10	3578	0.19531592791861516
10	1213	0.1912558660286497
11	260	0.48344485227646017
11	1196	0.44820279122603046
11	1210	0.39704612063492106
